post_id,confusion_bucket,category,feature_name,feature_value,is_open_ended,confidence,evidence_span,rationale,llm_model,chunk_idx,batch_id,call_timestamp
bluesky_028a3611c056f913ba33824da2bb622b95248b6cb46524611849bef37209e7b1,tn,surface_lexical,approximate_token_length_band,medium,False,0.9,"""A thought.\n\nDo you now wish your state were open carry?""",The post is a multi-sentence paragraph of moderate length.,gpt-5.5,1,tn/batch_0001,2026-07-16T04:31:54.480749+00:00
bluesky_028a3611c056f913ba33824da2bb622b95248b6cb46524611849bef37209e7b1,tn,topic_subject,primary_policy_domain,guns and firearm regulation,False,0.99,"""open carry""; ""red flag laws""; ""background checks""","The text explicitly discusses open carry, gun laws, and weapons.",gpt-5.5,1,tn/batch_0001,2026-07-16T04:31:54.480749+00:00
bluesky_028a3611c056f913ba33824da2bb622b95248b6cb46524611849bef37209e7b1,tn,semantic_content,policy_prescription_present,suggests allowing armed self-defense and community self-defense,False,0.94,"""maybe allow citizens to defend themselves""",The post proposes a policy or practice related to self-defense.,gpt-5.5,1,tn/batch_0001,2026-07-16T04:31:54.480749+00:00
bluesky_028a3611c056f913ba33824da2bb622b95248b6cb46524611849bef37209e7b1,tn,pragmatics_intent,persuasion_or_argumentation,argues for balancing gun restrictions with self-defense rights,False,0.92,"""But maybe allow citizens to defend themselves""",The wording advances an argument about what gun policy should allow.,gpt-5.5,1,tn/batch_0001,2026-07-16T04:31:54.480749+00:00
bluesky_028a3611c056f913ba33824da2bb622b95248b6cb46524611849bef37209e7b1,tn,compositional_syntax,rhetorical_question,opens with a question prompting reconsideration,False,0.95,"""Do you now wish your state were open carry?""",The question is framed as a persuasive prompt rather than a request for information.,gpt-5.5,1,tn/batch_0001,2026-07-16T04:31:54.480749+00:00
bluesky_028a3611c056f913ba33824da2bb622b95248b6cb46524611849bef37209e7b1,tn,compositional_syntax,contrastive_but_however_structure,contrasts restrictions with allowing self-defense,False,0.93,"""You can keep the red flag laws... But maybe allow citizens""",The post uses 'But' to pivot from accepted restrictions to a contrasting proposal.,gpt-5.5,1,tn/batch_0001,2026-07-16T04:31:54.480749+00:00
bluesky_028a3611c056f913ba33824da2bb622b95248b6cb46524611849bef37209e7b1,tn,target_directionality,mirror_shift_direction,mirror shifts from pro-open-carry/self-defense framing to stricter-gun-law framing,False,0.94,"Original: ""open carry"" / Mirror: ""stricter gun laws""",The mirror reverses the policy orientation around gun regulation.,gpt-5.5,1,tn/batch_0001,2026-07-16T04:31:54.480749+00:00
bluesky_028c69be05fe04f186940ed5da1608c5550c86e43618f3224c9b56375d2df80d,tn,surface_lexical,approximate_token_length_band,short,False,0.9,"""This progress didn’t happen by accident""",The post is a brief quotation-like statement of a few sentences.,gpt-5.5,1,tn/batch_0001,2026-07-16T04:31:54.480749+00:00
bluesky_028c69be05fe04f186940ed5da1608c5550c86e43618f3224c9b56375d2df80d,tn,topic_subject,primary_policy_domain,guns and firearm regulation,False,0.99,"""gun safety laws""; ""gun reforms""",The post explicitly concerns gun safety laws and reforms.,gpt-5.5,1,tn/batch_0001,2026-07-16T04:31:54.480749+00:00
bluesky_028c69be05fe04f186940ed5da1608c5550c86e43618f3224c9b56375d2df80d,tn,semantic_content,causal_claim_present,attributes progress to gun safety laws and oversight,False,0.98,"""It is the result of strong gun safety laws""",The phrase 'result of' makes a direct causal attribution.,gpt-5.5,1,tn/batch_0001,2026-07-16T04:31:54.480749+00:00
