post_id,confusion_bucket,category,feature_name,feature_value,is_open_ended,confidence,evidence_span,rationale,llm_model,chunk_idx,batch_id,call_timestamp
bluesky_1af3b6fbc2ee7eda8df377fd998d6138605eb187527992ae12b19d0e74f62b96,tp,surface_lexical,profanity_or_taboo_language,Uses insulting profanity/taboo term 'Fuckface'.,False,0.98,"""Fuckface and Maga: 1. Racism. 2. Sexism. 3. Climate crisis denial.""",The post contains an explicit profane insult.,gpt-5.5,2,tp/batch_0002,2026-07-16T04:23:19.397705+00:00
bluesky_1af3b6fbc2ee7eda8df377fd998d6138605eb187527992ae12b19d0e74f62b96,tp,compositional_syntax,list_or_enumeration,Numbered three-item list.,False,0.99,"""1. Racism. 2. Sexism. 3. Climate crisis denial.""",The text is structured as an enumerated list of three items.,gpt-5.5,2,tp/batch_0002,2026-07-16T04:23:19.397705+00:00
bluesky_1af3b6fbc2ee7eda8df377fd998d6138605eb187527992ae12b19d0e74f62b96,tp,topic_subject,primary_policy_domain,Climate politics and culture-war criticism.,False,0.93,"""Climate crisis denial""",Climate denial is explicitly named as a central subject.,gpt-5.5,2,tp/batch_0002,2026-07-16T04:23:19.397705+00:00
bluesky_1af3b6fbc2ee7eda8df377fd998d6138605eb187527992ae12b19d0e74f62b96,tp,semantic_content,normative_moral_language,"Condemns racism, sexism, and climate denial as defining vices.",False,0.94,"""Racism. 2. Sexism. 3. Climate crisis denial.""",The listed traits are presented as morally negative characteristics.,gpt-5.5,2,tp/batch_0002,2026-07-16T04:23:19.397705+00:00
bluesky_1af3b6fbc2ee7eda8df377fd998d6138605eb187527992ae12b19d0e74f62b96,tp,pragmatics_intent,ridicule_or_mockery,Mocking framing of MAGA/Trump-associated politics.,False,0.95,"""The holy trinity of Fuckface and Maga""",The phrase parodies a religious formula to insult a political target.,gpt-5.5,2,tp/batch_0002,2026-07-16T04:23:19.397705+00:00
bluesky_1af3b6fbc2ee7eda8df377fd998d6138605eb187527992ae12b19d0e74f62b96,tp,target_directionality,mirror_shift_direction,Original targets MAGA/right; mirror retargets blame to the radical left.,False,0.96,"""Maga"" / ""the radical left""",The mirror changes the criticized political group from MAGA to the radical left.,gpt-5.5,2,tp/batch_0002,2026-07-16T04:23:19.397705+00:00
bluesky_1af3b6fbc2ee7eda8df377fd998d6138605eb187527992ae12b19d0e74f62b96,tp,target_directionality,left_right_directional_cue,Original contains anti-MAGA/right cue; mirror contains anti-left cue.,False,0.94,"""Maga""",Both versions use explicit ideological labels to locate the target politically.,gpt-5.5,2,tp/batch_0002,2026-07-16T04:23:19.397705+00:00
bluesky_1af3b6fbc2ee7eda8df377fd998d6138605eb187527992ae12b19d0e74f62b96,tp,surface_lexical,approximate_token_length_band,Short.,False,0.9,"""Nothing else matters.""",The post consists of a brief headline-like statement plus a short list.,gpt-5.5,2,tp/batch_0002,2026-07-16T04:23:19.397705+00:00
bluesky_1b343f2aaab17e992cc8be819ef63fad4df81d361a02a5c116f14a7378044818,tp,surface_lexical,informal_register_or_slang,Informal expressive style with emoji and colloquial phrasing.,False,0.92,"""🙄""",The eye-roll emoji and conversational phrasing create an informal register.,gpt-5.5,2,tp/batch_0002,2026-07-16T04:23:19.397705+00:00
bluesky_1b343f2aaab17e992cc8be819ef63fad4df81d361a02a5c116f14a7378044818,tp,topic_subject,primary_policy_domain,Gun reform and public safety.,False,0.98,"""simple gun reform for every child’s safety in the U.S.""",The post explicitly discusses gun reform and children's safety.,gpt-5.5,2,tp/batch_0002,2026-07-16T04:23:19.397705+00:00
