post_id,confusion_bucket,category,feature_name,feature_value,is_open_ended,confidence,evidence_span,rationale,llm_model,chunk_idx,batch_id,call_timestamp
bluesky_12ee80e4761fb7b8887f47fa8ed83f7e06ade312b6d92906489c8a767e0cb33f,fn,surface_lexical,approximate_token_length_band,medium,False,0.92,"""The NRA is only concerned with firearm & ammunition sales""",The post is a single medium-length sentence with several clauses.,gpt-5.5,1,fn/batch_0001,2026-07-16T04:06:31.194022+00:00
bluesky_12ee80e4761fb7b8887f47fa8ed83f7e06ade312b6d92906489c8a767e0cb33f,fn,topic_subject,primary_policy_domain,guns and firearm regulation,False,0.99,"""common sense gun laws, like thorough background checks, waiting periods, firearm registries""",The text centers on gun laws and firearm-policy mechanisms.,gpt-5.5,1,fn/batch_0001,2026-07-16T04:06:31.194022+00:00
bluesky_12ee80e4761fb7b8887f47fa8ed83f7e06ade312b6d92906489c8a767e0cb33f,fn,semantic_content,causal_claim_present,NRA money/bribery caused repeal or blocking of gun laws,False,0.95,"""they bribed republicans to eliminate many common sense gun laws""",The post asserts a cause-effect relationship between NRA influence and policy outcomes.,gpt-5.5,1,fn/batch_0001,2026-07-16T04:06:31.194022+00:00
bluesky_12ee80e4761fb7b8887f47fa8ed83f7e06ade312b6d92906489c8a767e0cb33f,fn,semantic_content,normative_moral_language,gun regulations framed as common-sense and morally reasonable,False,0.93,"""common sense gun laws""",The phrase evaluates the policies positively rather than neutrally describing them.,gpt-5.5,1,fn/batch_0001,2026-07-16T04:06:31.194022+00:00
bluesky_12ee80e4761fb7b8887f47fa8ed83f7e06ade312b6d92906489c8a767e0cb33f,fn,semantic_content,policy_prescription_present,"supports background checks, waiting periods, registries, and red flag laws",False,0.91,"""thorough background checks, waiting periods, firearm registries""",The text names specific gun-control policies being advocated or defended.,gpt-5.5,1,fn/batch_0001,2026-07-16T04:06:31.194022+00:00
bluesky_12ee80e4761fb7b8887f47fa8ed83f7e06ade312b6d92906489c8a767e0cb33f,fn,target_directionality,criticized_actor_type,gun-rights organization and Republican politicians,False,0.97,"""The NRA""; ""republicans""",The original criticizes the NRA and Republicans as responsible for weakening gun laws.,gpt-5.5,1,fn/batch_0001,2026-07-16T04:06:31.194022+00:00
bluesky_12ee80e4761fb7b8887f47fa8ed83f7e06ade312b6d92906489c8a767e0cb33f,fn,target_directionality,mirror_shift_direction,blame shifts from NRA/Republicans opposing gun laws to gun-control lobby/Democrats attacking gun rights,False,0.97,"""The NRA"" / ""The gun control lobby""; ""republicans"" / ""Democrats""",The mirror reverses the target from pro-gun actors to gun-control and Democratic actors.,gpt-5.5,1,fn/batch_0001,2026-07-16T04:06:31.194022+00:00
bluesky_12ee80e4761fb7b8887f47fa8ed83f7e06ade312b6d92906489c8a767e0cb33f,fn,compositional_syntax,list_or_enumeration,enumeration of gun-policy examples,False,0.94,"""background checks, waiting periods, firearm registries""",The sentence lists multiple policy items in sequence.,gpt-5.5,1,fn/batch_0001,2026-07-16T04:06:31.194022+00:00
bluesky_12ee80e4761fb7b8887f47fa8ed83f7e06ade312b6d92906489c8a767e0cb33f,fn,open_ended,second_amendment_framing_in_mirror,mirror frames gun control as an attack on constitutional rights,True,0.9,"""dismantling the Second Amendment""",The mirror explicitly invokes the Second Amendment as the central rights frame.,gpt-5.5,1,fn/batch_0001,2026-07-16T04:06:31.194022+00:00
bluesky_1475a33737aa92e13fc1b7443962df41981dcb0d51a7930efc1ab554bed18319,fn,surface_lexical,approximate_token_length_band,short,False,0.9,"""Fellow trans Americans - acquire a gun.""","The post is brief, consisting of a short directive and one conditional sentence.",gpt-5.5,1,fn/batch_0001,2026-07-16T04:06:31.194022+00:00
bluesky_1475a33737aa92e13fc1b7443962df41981dcb0d51a7930efc1ab554bed18319,fn,topic_subject,primary_policy_domain,guns and personal firearm ownership,False,0.99,"""acquire a gun""; ""own a firearm""",The text directly advises firearm acquisition and ownership.,gpt-5.5,1,fn/batch_0001,2026-07-16T04:06:31.194022+00:00
bluesky_1475a33737aa92e13fc1b7443962df41981dcb0d51a7930efc1ab554bed18319,fn,semantic_content,policy_prescription_present,individual-level prescription to own a firearm if safe storage is possible,False,0.9,"""you should own a firearm""",The text prescribes a course of action involving gun ownership.,gpt-5.5,1,fn/batch_0001,2026-07-16T04:06:31.194022+00:00
bluesky_1475a33737aa92e13fc1b7443962df41981dcb0d51a7930efc1ab554bed18319,fn,pragmatics_intent,call_to_action,direct exhortation to get a gun,False,0.98,"""acquire a gun""",The imperative construction explicitly urges the audience to act.,gpt-5.5,1,fn/batch_0001,2026-07-16T04:06:31.194022+00:00
bluesky_1475a33737aa92e13fc1b7443962df41981dcb0d51a7930efc1ab554bed18319,fn,target_directionality,praised_actor_type,addressed ingroup of trans Americans,False,0.91,"""Fellow trans Americans""",The post addresses a specific identity group as fellow community members.,gpt-5.5,1,fn/batch_0001,2026-07-16T04:06:31.194022+00:00
bluesky_1475a33737aa92e13fc1b7443962df41981dcb0d51a7930efc1ab554bed18319,fn,target_directionality,mirror_shift_direction,audience shifts from trans Americans to conservative Christians in blue cities,False,0.96,"""Fellow trans Americans"" / ""Fellow conservative Christians in blue cities""",The mirror re-targets the direct appeal from a transgender audience to a conservative Christian audience.,gpt-5.5,1,fn/batch_0001,2026-07-16T04:06:31.194022+00:00
bluesky_1475a33737aa92e13fc1b7443962df41981dcb0d51a7930efc1ab554bed18319,fn,compositional_syntax,conditional_if_then_structure,conditional safety criterion followed by ownership recommendation,False,0.96,"""If you can safely keep a firearm in your home""",The recommendation is framed as conditional on safe storage and self-harm risk.,gpt-5.5,1,fn/batch_0001,2026-07-16T04:06:31.194022+00:00
bluesky_1475a33737aa92e13fc1b7443962df41981dcb0d51a7930efc1ab554bed18319,fn,compositional_syntax,second_person_direct_address,direct second-person instruction,False,0.93,"""you should own a firearm""",The text directly addresses the reader using second-person pronouns.,gpt-5.5,1,fn/batch_0001,2026-07-16T04:06:31.194022+00:00
bluesky_1475a33737aa92e13fc1b7443962df41981dcb0d51a7930efc1ab554bed18319,fn,open_ended,self_harm_safety_caveat,gun ownership advice includes explicit self-harm and household safety caveat,True,0.9,"""without it being used for self-harm by yourself or a housemate""",The post qualifies firearm ownership with a specific safety concern about self-harm.,gpt-5.5,1,fn/batch_0001,2026-07-16T04:06:31.194022+00:00
bluesky_1587088017937595ef57cd0fccf03f45185a08ef12101e7e4a524b1353f2f670,fn,surface_lexical,approximate_token_length_band,short,False,0.89,"""We also have the power and money""",The original post is a compact two-sentence statement.,gpt-5.5,1,fn/batch_0001,2026-07-16T04:06:31.194022+00:00
bluesky_1587088017937595ef57cd0fccf03f45185a08ef12101e7e4a524b1353f2f670,fn,topic_subject,primary_policy_domain,guns and firearm regulation,False,0.98,"""background checks and red flag laws""",The post names background checks and red flag laws as the policy subject.,gpt-5.5,1,fn/batch_0001,2026-07-16T04:06:31.194022+00:00
bluesky_1587088017937595ef57cd0fccf03f45185a08ef12101e7e4a524b1353f2f670,fn,semantic_content,causal_claim_present,background checks and red flag laws would prevent innocent people from being punished,False,0.93,"""so the healthy and innocent aren't punished for crimes they don't commit""",The connective 'so' introduces a causal or purposive claim about policy effects.,gpt-5.5,1,fn/batch_0001,2026-07-16T04:06:31.194022+00:00
bluesky_1587088017937595ef57cd0fccf03f45185a08ef12101e7e4a524b1353f2f670,fn,semantic_content,policy_prescription_present,require and fund background checks and red flag laws,False,0.96,"""require and fund background checks and red flag laws""",The text explicitly advocates funding and requiring specific gun regulations.,gpt-5.5,1,fn/batch_0001,2026-07-16T04:06:31.194022+00:00
bluesky_1587088017937595ef57cd0fccf03f45185a08ef12101e7e4a524b1353f2f670,fn,semantic_content,victimhood_or_persecution_framing,healthy and innocent people framed as unfairly punished,False,0.9,"""the healthy and innocent""",The language casts a group as undeserving victims of punishment.,gpt-5.5,1,fn/batch_0001,2026-07-16T04:06:31.194022+00:00
bluesky_1587088017937595ef57cd0fccf03f45185a08ef12101e7e4a524b1353f2f670,fn,pragmatics_intent,persuasion_or_argumentation,argument that available resources should support firearm regulations,False,0.89,"""We also have the power and money to require and fund""",The post reasons from capacity and funding to a policy recommendation.,gpt-5.5,1,fn/batch_0001,2026-07-16T04:06:31.194022+00:00
bluesky_1587088017937595ef57cd0fccf03f45185a08ef12101e7e4a524b1353f2f670,fn,target_directionality,mirror_shift_direction,mirror shifts from pro-red-flag policy advocacy to anti-red-flag constitutional-rights critique,False,0.96,"""background checks and red flag laws"" / ""unconstitutional red flag laws""",The mirror reverses the evaluation of red flag laws from useful protection to rights-stripping tyranny.,gpt-5.5,1,fn/batch_0001,2026-07-16T04:06:31.194022+00:00
bluesky_1587088017937595ef57cd0fccf03f45185a08ef12101e7e4a524b1353f2f670,fn,open_ended,aphoristic_pop_culture_allusion,uses the aphorism 'Fear is the mind killer',True,0.92,"""Fear is the mind killer""",The closing line is a recognizable aphoristic allusion used to frame the argument.,gpt-5.5,1,fn/batch_0001,2026-07-16T04:06:31.194022+00:00
bluesky_15ad6f6b3568de5991b4e69304b64fcfb23d8d4cbeec84536dcf9c9c25b32451,fn,surface_lexical,high_punctuation_intensity,exclamation used for emphasis,False,0.9,"""We don’t even enforce the gun laws we already have!""",The post uses an exclamation mark to intensify the claim.,gpt-5.5,1,fn/batch_0001,2026-07-16T04:06:31.194022+00:00
bluesky_15ad6f6b3568de5991b4e69304b64fcfb23d8d4cbeec84536dcf9c9c25b32451,fn,topic_subject,primary_policy_domain,"guns, crime, and enforcement",False,0.99,"""gun laws""; ""millions of guns""",The text focuses on firearm laws and illegal gun possession.,gpt-5.5,1,fn/batch_0001,2026-07-16T04:06:31.194022+00:00
bluesky_15ad6f6b3568de5991b4e69304b64fcfb23d8d4cbeec84536dcf9c9c25b32451,fn,semantic_content,causal_claim_present,illegal gun possession is linked to violent crimes,False,0.95,"""people who are not legally allowed to have them and then we act shocked when these people commit violent crimes""",The wording links unlawful gun possession to subsequent violent crime.,gpt-5.5,1,fn/batch_0001,2026-07-16T04:06:31.194022+00:00
bluesky_15ad6f6b3568de5991b4e69304b64fcfb23d8d4cbeec84536dcf9c9c25b32451,fn,semantic_content,policy_prescription_present,implied prescription to enforce existing gun laws,False,0.92,"""We don’t even enforce the gun laws we already have""",The complaint implies that existing laws should be enforced.,gpt-5.5,1,fn/batch_0001,2026-07-16T04:06:31.194022+00:00
bluesky_15ad6f6b3568de5991b4e69304b64fcfb23d8d4cbeec84536dcf9c9c25b32451,fn,pragmatics_intent,ridicule_or_mockery,mocks public surprise after violent crimes,False,0.92,"""then we act shocked""",The phrase derides people for acting surprised at a predictable outcome.,gpt-5.5,1,fn/batch_0001,2026-07-16T04:06:31.194022+00:00
bluesky_15ad6f6b3568de5991b4e69304b64fcfb23d8d4cbeec84536dcf9c9c25b32451,fn,pragmatics_intent,emphatic_outrage,angry emphasis on non-enforcement,False,0.9,"""We don’t even enforce""",The exclamatory complaint conveys indignation.,gpt-5.5,1,fn/batch_0001,2026-07-16T04:06:31.194022+00:00
bluesky_15ad6f6b3568de5991b4e69304b64fcfb23d8d4cbeec84536dcf9c9c25b32451,fn,target_directionality,criticized_actor_type,illegal gun possessors and violent criminals,False,0.9,"""people who are not legally allowed to have them""",The post criticizes people illegally possessing guns and committing crimes.,gpt-5.5,1,fn/batch_0001,2026-07-16T04:06:31.194022+00:00
bluesky_15ad6f6b3568de5991b4e69304b64fcfb23d8d4cbeec84536dcf9c9c25b32451,fn,target_directionality,mirror_shift_direction,mirror adds blame toward Democrats and soft-on-crime policies,False,0.96,"""people who are not legally allowed"" / ""Democrats act surprised""",The mirror shifts the political target from illegal possessors generally to Democrats and their crime policies.,gpt-5.5,1,fn/batch_0001,2026-07-16T04:06:31.194022+00:00
bluesky_15ad6f6b3568de5991b4e69304b64fcfb23d8d4cbeec84536dcf9c9c25b32451,fn,open_ended,illegal_possession_scale_claim,claims illegal gun possession occurs at a scale of millions,True,0.91,"""millions of guns in the hands of people who are not legally allowed to have them""",The text makes a quantitative scale claim about unlawful firearm possession.,gpt-5.5,1,fn/batch_0001,2026-07-16T04:06:31.194022+00:00
bluesky_15c0967edb3343cdb3a8b0f36c66ce505fc38418e8bf924cede4679afc9b5f65,fn,surface_lexical,informal_register_or_slang,colloquial mixed German/English phrasing,False,0.93,"""3. Klimaschutz isch over""",The phrase 'isch over' is informal and dialectal/colloquial.,gpt-5.5,1,fn/batch_0001,2026-07-16T04:06:31.194022+00:00
bluesky_15c0967edb3343cdb3a8b0f36c66ce505fc38418e8bf924cede4679afc9b5f65,fn,surface_lexical,named_proper_nouns_density,multiple named political and institutional entities,False,0.91,"""Trump gutted the EPA and has withdrawn from the Paris Agreement""","The post includes several proper nouns such as Trump, EPA, Paris Agreement, Biden, and the Fed.",gpt-5.5,1,fn/batch_0001,2026-07-16T04:06:31.194022+00:00
bluesky_15c0967edb3343cdb3a8b0f36c66ce505fc38418e8bf924cede4679afc9b5f65,fn,topic_subject,primary_policy_domain,climate policy,False,0.97,"""Klimaschutz""; ""climate change""",The original is explicitly about climate protection and climate policy.,gpt-5.5,1,fn/batch_0001,2026-07-16T04:06:31.194022+00:00
bluesky_15c0967edb3343cdb3a8b0f36c66ce505fc38418e8bf924cede4679afc9b5f65,fn,topic_subject,specific_event_or_bill_reference,Paris Agreement and EPA rollback reference,False,0.94,"""Paris Agreement""",The text names the Paris Agreement and EPA as specific policy references.,gpt-5.5,1,fn/batch_0001,2026-07-16T04:06:31.194022+00:00
bluesky_15c0967edb3343cdb3a8b0f36c66ce505fc38418e8bf924cede4679afc9b5f65,fn,topic_subject,geographic_scope,international,False,0.9,"""European countries""; ""Canadian energy emissions""; ""international policy agenda""","The post refers to the United States, Europe, Canada, and international policy.",gpt-5.5,1,fn/batch_0001,2026-07-16T04:06:31.194022+00:00
bluesky_15c0967edb3343cdb3a8b0f36c66ce505fc38418e8bf924cede4679afc9b5f65,fn,semantic_content,factual_assertion_vs_speculation,assertive factual claims about climate-policy developments,False,0.95,"""Trump gutted the EPA and has withdrawn from the Paris Agreement""",The quoted material presents factual assertions about policy actions and emissions.,gpt-5.5,1,fn/batch_0001,2026-07-16T04:06:31.194022+00:00
bluesky_15c0967edb3343cdb3a8b0f36c66ce505fc38418e8bf924cede4679afc9b5f65,fn,pragmatics_intent,ridicule_or_mockery,mocks habitual blame of Trump or others,False,0.9,"""Aber Schuld ist immer Trump. Immer der Andere.""",The closing German lines mock a pattern of assigning blame.,gpt-5.5,1,fn/batch_0001,2026-07-16T04:06:31.194022+00:00
