post_id,confusion_bucket,category,feature_name,feature_value,is_open_ended,confidence,evidence_span,rationale,llm_model,chunk_idx,batch_id,call_timestamp
bluesky_2c9344b5963913ee185924eb10f472555ac53d829ae92536f88c563475638573,fn,surface_lexical,all_caps_emphasis,Uses all-caps for emphasis,False,0.93,NO ghost guns,The post emphasizes a policy item with the all-caps word “NO.”,gpt-5.5,2,fn/batch_0002,2026-07-16T04:09:20.234496+00:00
bluesky_2c9344b5963913ee185924eb10f472555ac53d829ae92536f88c563475638573,fn,surface_lexical,list_or_policy_terms_dense,Dense list of gun-policy terms,True,0.9,"Ban assault weapons, disband the NRA... universal background checks",The text is dominated by a comma-separated sequence of gun policy proposals.,gpt-5.5,2,fn/batch_0002,2026-07-16T04:09:20.234496+00:00
bluesky_2c9344b5963913ee185924eb10f472555ac53d829ae92536f88c563475638573,fn,topic_subject,primary_policy_domain,guns / gun control,False,0.99,assault weapons... NRA... background checks... red flag laws,The post centers on firearm regulation and gun-control policies.,gpt-5.5,2,fn/batch_0002,2026-07-16T04:09:20.234496+00:00
bluesky_2c9344b5963913ee185924eb10f472555ac53d829ae92536f88c563475638573,fn,topic_subject,culture_war_topic_salience,Second Amendment gun-rights conflict,False,0.91,Second Amendment,The original and mirror frame gun policy through a highly polarized gun-rights issue.,gpt-5.5,2,fn/batch_0002,2026-07-16T04:09:20.234496+00:00
bluesky_2c9344b5963913ee185924eb10f472555ac53d829ae92536f88c563475638573,fn,semantic_content,policy_prescription_present,Advocates multiple gun-control measures,False,0.97,Ban assault weapons... universal background checks... red flag laws,The post explicitly prescribes several policies to restrict or regulate guns.,gpt-5.5,2,fn/batch_0002,2026-07-16T04:09:20.234496+00:00
bluesky_2c9344b5963913ee185924eb10f472555ac53d829ae92536f88c563475638573,fn,semantic_content,normative_moral_language,Labels the NRA as terrorist,False,0.94,disband the NRA as a terrorist organization,Calling the NRA a terrorist organization is a strong moral condemnation.,gpt-5.5,2,fn/batch_0002,2026-07-16T04:09:20.234496+00:00
bluesky_2c9344b5963913ee185924eb10f472555ac53d829ae92536f88c563475638573,fn,pragmatics_intent,call_to_action,Imperative demands for policy action,False,0.92,Ban assault weapons,The post uses imperative verbs to demand specific actions.,gpt-5.5,2,fn/batch_0002,2026-07-16T04:09:20.234496+00:00
bluesky_2c9344b5963913ee185924eb10f472555ac53d829ae92536f88c563475638573,fn,target_directionality,criticized_actor_type,Gun-rights organization / lobby,False,0.94,disband the NRA,The NRA is explicitly targeted for disbanding.,gpt-5.5,2,fn/batch_0002,2026-07-16T04:09:20.234496+00:00
bluesky_2c9344b5963913ee185924eb10f472555ac53d829ae92536f88c563475638573,fn,target_directionality,mirror_shift_direction,Mirror shifts from anti-NRA gun-control demands to pro-gun-rights criticism of gun-control lobbyists,False,0.95,Protect the Second Amendment... defund gun control lobbyists,The mirror reverses the policy stance and retargets blame toward gun-control advocates.,gpt-5.5,2,fn/batch_0002,2026-07-16T04:09:20.234496+00:00
bluesky_2c9344b5963913ee185924eb10f472555ac53d829ae92536f88c563475638573,fn,compositional_syntax,list_or_enumeration,Comma-separated enumeration of policy demands,False,0.97,"Ban assault weapons, disband the NRA... universal background checks... red flag laws",The post is structured as a list of gun-policy actions.,gpt-5.5,2,fn/batch_0002,2026-07-16T04:09:20.234496+00:00
bluesky_2cd4060cb779f60165166fe743a3d3c6a99e4998e2f9ed9cfb8ab74f1dded3a6,fn,surface_lexical,informal_register_or_slang,Conversational opening,False,0.9,"Yeah, that tracks.","The phrase “Yeah, that tracks” is informal conversational language.",gpt-5.5,2,fn/batch_0002,2026-07-16T04:09:20.234496+00:00
bluesky_2cd4060cb779f60165166fe743a3d3c6a99e4998e2f9ed9cfb8ab74f1dded3a6,fn,surface_lexical,approximate_token_length_band,medium,False,0.88,Trump’s mass deportation campaign... 80% increase... hundreds of thousands of metric tonnes,"The post contains several full sentences with factual detail, making it medium length.",gpt-5.5,2,fn/batch_0002,2026-07-16T04:09:20.234496+00:00
bluesky_2cd4060cb779f60165166fe743a3d3c6a99e4998e2f9ed9cfb8ab74f1dded3a6,fn,topic_subject,primary_policy_domain,immigration and climate,False,0.96,mass deportation campaign,The post connects deportation flights with climate emissions.,gpt-5.5,2,fn/batch_0002,2026-07-16T04:09:20.234496+00:00
bluesky_2cd4060cb779f60165166fe743a3d3c6a99e4998e2f9ed9cfb8ab74f1dded3a6,fn,topic_subject,geographic_scope,national / United States,False,0.91,Trump’s mass deportation campaign,"References to Trump, Biden, Harris, and America indicate U.S. national politics.",gpt-5.5,2,fn/batch_0002,2026-07-16T04:09:20.234496+00:00
bluesky_2cd4060cb779f60165166fe743a3d3c6a99e4998e2f9ed9cfb8ab74f1dded3a6,fn,semantic_content,causal_claim_present,Deportation flights are claimed to increase emissions and worsen climate change,False,0.99,has spurred an 80% increase... accelerating the climate crisis,The text explicitly states a causal relationship between deportation flights and climate impact.,gpt-5.5,2,fn/batch_0002,2026-07-16T04:09:20.234496+00:00
bluesky_2cd4060cb779f60165166fe743a3d3c6a99e4998e2f9ed9cfb8ab74f1dded3a6,fn,semantic_content,factual_assertion_vs_speculation,Specific factual assertions with quantities,False,0.97,80% increase... hundreds of thousands of metric tonnes,The post presents numerical factual claims about flights and emissions.,gpt-5.5,2,fn/batch_0002,2026-07-16T04:09:20.234496+00:00
bluesky_2cd4060cb779f60165166fe743a3d3c6a99e4998e2f9ed9cfb8ab74f1dded3a6,fn,semantic_content,normative_moral_language,Negative evaluation of carbon emissions,False,0.94,climate-damaging carbon emissions,The wording frames the emissions as harmful and climate-damaging.,gpt-5.5,2,fn/batch_0002,2026-07-16T04:09:20.234496+00:00
bluesky_2cd4060cb779f60165166fe743a3d3c6a99e4998e2f9ed9cfb8ab74f1dded3a6,fn,pragmatics_intent,persuasion_or_argumentation,Argues deportation policy has climate harms,False,0.9,accelerating the climate crisis by emitting massive amounts,The post provides reasons to criticize the policy.,gpt-5.5,2,fn/batch_0002,2026-07-16T04:09:20.234496+00:00
