post_id,confusion_bucket,category,feature_name,feature_value,is_open_ended,confidence,evidence_span,rationale,llm_model,chunk_idx,batch_id,call_timestamp
bluesky_07bf407b354632e6445edad8a95f3447514be93ecfce5ce05a3d2f8bde2e1e2a,fp,surface_lexical,approximate_token_length_band,medium,False,0.93,Gun violence is a part of American life,The post is a few sentences of moderate length.,gpt-5.5,1,fp/batch_0001,2026-07-16T03:44:36.278322+00:00
bluesky_07bf407b354632e6445edad8a95f3447514be93ecfce5ce05a3d2f8bde2e1e2a,fp,surface_lexical,named_proper_nouns_density,named individual referenced,False,0.88,Hogg,The text centers criticism on a named public figure.,gpt-5.5,1,fp/batch_0001,2026-07-16T03:44:36.278322+00:00
bluesky_07bf407b354632e6445edad8a95f3447514be93ecfce5ce05a3d2f8bde2e1e2a,fp,topic_subject,primary_policy_domain,guns / gun safety,False,0.96,Gun violence ... gun safety,The original discusses gun violence and gun safety.,gpt-5.5,1,fp/batch_0001,2026-07-16T03:44:36.278322+00:00
bluesky_07bf407b354632e6445edad8a95f3447514be93ecfce5ce05a3d2f8bde2e1e2a,fp,topic_subject,geographic_scope,national United States,False,0.9,American life,The issue is framed as part of American life.,gpt-5.5,1,fp/batch_0001,2026-07-16T03:44:36.278322+00:00
bluesky_07bf407b354632e6445edad8a95f3447514be93ecfce5ce05a3d2f8bde2e1e2a,fp,semantic_content,normative_moral_language,accuses target of bigotry or ignorance,False,0.92,It's all about his bigotry now,The post makes a moralizing negative characterization of the target.,gpt-5.5,1,fp/batch_0001,2026-07-16T03:44:36.278322+00:00
bluesky_07bf407b354632e6445edad8a95f3447514be93ecfce5ce05a3d2f8bde2e1e2a,fp,semantic_content,factual_assertion_vs_speculation,assertive claim about target's priorities,False,0.87,doesn't care about gun safety anymore,The statement presents the target's motivations as fact rather than speculation.,gpt-5.5,1,fp/batch_0001,2026-07-16T03:44:36.278322+00:00
bluesky_07bf407b354632e6445edad8a95f3447514be93ecfce5ce05a3d2f8bde2e1e2a,fp,pragmatics_intent,persuasion_or_argumentation,argues target has abandoned the stated issue,False,0.89,doesn't care about gun safety anymore,The post advances an evaluative argument about the target's priorities.,gpt-5.5,1,fp/batch_0001,2026-07-16T03:44:36.278322+00:00
bluesky_07bf407b354632e6445edad8a95f3447514be93ecfce5ce05a3d2f8bde2e1e2a,fp,target_directionality,criticized_actor_type,named political activist/public figure,False,0.94,Hogg doesn't care,The original criticizes Hogg directly.,gpt-5.5,1,fp/batch_0001,2026-07-16T03:44:36.278322+00:00
bluesky_07bf407b354632e6445edad8a95f3447514be93ecfce5ce05a3d2f8bde2e1e2a,fp,target_directionality,mirror_shift_direction,mirror shifts criticism from Hogg/gun safety to Boebert/economic safety,False,0.96,Hogg ... Boebert,The mirrored text retargets the criticism from Hogg to Boebert and from gun safety to economic safety.,gpt-5.5,1,fp/batch_0001,2026-07-16T03:44:36.278322+00:00
bluesky_07ef10bd2bf1bf05ecbbdf791a06e181ae874da78a8651d27b46a51925baec1a,fp,surface_lexical,approximate_token_length_band,medium,False,0.94,"However, red flag laws are ineffective.",The post consists of two moderately long sentences.,gpt-5.5,1,fp/batch_0001,2026-07-16T03:44:36.278322+00:00
