post_id,confusion_bucket,category,feature_name,feature_value,is_open_ended,confidence,evidence_span,rationale,llm_model,chunk_idx,batch_id,call_timestamp
bluesky_21d04737cee929d5dafb0b0bf6214daecee052f91d13f9b39a503cdf2119a512,fp,surface_lexical,profanity_or_taboo_language,insulting taboo/degrading term 'filth',False,0.95,Republican filth,The post uses 'filth' as a strongly derogatory epithet.,gpt-5.5,4,fp/batch_0004,2026-07-16T03:52:49.369434+00:00
bluesky_21d04737cee929d5dafb0b0bf6214daecee052f91d13f9b39a503cdf2119a512,fp,surface_lexical,named_proper_nouns_density,"SCOTUS, Americans, Republican/Democrats",False,0.9,SCOTUS,The text contains multiple political proper nouns or demonyms in a short span.,gpt-5.5,4,fp/batch_0004,2026-07-16T03:52:49.369434+00:00
bluesky_21d04737cee929d5dafb0b0bf6214daecee052f91d13f9b39a503cdf2119a512,fp,topic_subject,primary_policy_domain,guns / Second Amendment,False,0.96,gun rights over dead kids,The central issue is gun rights contrasted with child deaths.,gpt-5.5,4,fp/batch_0004,2026-07-16T03:52:49.369434+00:00
bluesky_21d04737cee929d5dafb0b0bf6214daecee052f91d13f9b39a503cdf2119a512,fp,topic_subject,geographic_scope,national U.S.,False,0.9,SCOTUS,SCOTUS and American party references indicate a U.S. national scope.,gpt-5.5,4,fp/batch_0004,2026-07-16T03:52:49.369434+00:00
bluesky_21d04737cee929d5dafb0b0bf6214daecee052f91d13f9b39a503cdf2119a512,fp,semantic_content,normative_moral_language,moral condemnation of prioritizing rights over children,False,0.93,putting gun rights over dead kids,The phrase frames the issue as a morally wrong prioritization.,gpt-5.5,4,fp/batch_0004,2026-07-16T03:52:49.369434+00:00
bluesky_21d04737cee929d5dafb0b0bf6214daecee052f91d13f9b39a503cdf2119a512,fp,semantic_content,causal_claim_present,public partisan choices cause the criticized outcome,False,0.9,because Americans always choose,The clause introduced by 'because' gives a causal explanation.,gpt-5.5,4,fp/batch_0004,2026-07-16T03:52:49.369434+00:00
bluesky_21d04737cee929d5dafb0b0bf6214daecee052f91d13f9b39a503cdf2119a512,fp,pragmatics_intent,emphatic_outrage,angry denunciation,False,0.9,Republican filth,The wording conveys strong outrage toward the targeted political group.,gpt-5.5,4,fp/batch_0004,2026-07-16T03:52:49.369434+00:00
bluesky_21d04737cee929d5dafb0b0bf6214daecee052f91d13f9b39a503cdf2119a512,fp,target_directionality,criticized_actor_type,Republicans / partisan outgroup,False,0.94,Republican filth,Republicans are explicitly criticized.,gpt-5.5,4,fp/batch_0004,2026-07-16T03:52:49.369434+00:00
bluesky_21d04737cee929d5dafb0b0bf6214daecee052f91d13f9b39a503cdf2119a512,fp,target_directionality,mirror_shift_direction,original criticizes Republicans; mirror criticizes Democrats/leftists,False,0.96,Republican filth / Democrats always choose radical leftist filth,The mirror reverses the partisan target from Republican to Democratic/leftist actors.,gpt-5.5,4,fp/batch_0004,2026-07-16T03:52:49.369434+00:00
bluesky_22a2f56df53390bcc86831b029b539314ac5127b1a9469662ef945473e51ee96,fp,surface_lexical,informal_register_or_slang,internet-political slang and emoji,False,0.88,woke dei hoaxes 🤷‍♂️,The phrase uses contemporary slang and an emoji in an informal register.,gpt-5.5,4,fp/batch_0004,2026-07-16T03:52:49.369434+00:00
bluesky_22a2f56df53390bcc86831b029b539314ac5127b1a9469662ef945473e51ee96,fp,surface_lexical,named_proper_nouns_density,"Pentagon, MAGA, national security",False,0.9,pentagon,The post contains several institutional and political named references.,gpt-5.5,4,fp/batch_0004,2026-07-16T03:52:49.369434+00:00
bluesky_22a2f56df53390bcc86831b029b539314ac5127b1a9469662ef945473e51ee96,fp,surface_lexical,approximate_token_length_band,medium,False,0.86,"""national security""",The post is longer than a short quip but remains a single social-media sentence.,gpt-5.5,4,fp/batch_0004,2026-07-16T03:52:49.369434+00:00
bluesky_22a2f56df53390bcc86831b029b539314ac5127b1a9469662ef945473e51ee96,fp,topic_subject,primary_policy_domain,climate change and national security,False,0.96,social instability and climate change,Climate change and national security are explicitly named as the topic.,gpt-5.5,4,fp/batch_0004,2026-07-16T03:52:49.369434+00:00
bluesky_22a2f56df53390bcc86831b029b539314ac5127b1a9469662ef945473e51ee96,fp,topic_subject,geographic_scope,national U.S.,False,0.9,the pentagon,The Pentagon and MAGA references situate the post in U.S. national politics.,gpt-5.5,4,fp/batch_0004,2026-07-16T03:52:49.369434+00:00
bluesky_22a2f56df53390bcc86831b029b539314ac5127b1a9469662ef945473e51ee96,fp,topic_subject,culture_war_topic_salience,woke/DEI culture-war framing,False,0.9,woke dei hoaxes,The post invokes 'woke' and 'DEI' as politicized culture-war terms.,gpt-5.5,4,fp/batch_0004,2026-07-16T03:52:49.369434+00:00
bluesky_22a2f56df53390bcc86831b029b539314ac5127b1a9469662ef945473e51ee96,fp,semantic_content,factual_assertion_vs_speculation,asserts expert/institutional recognition as fact,False,0.95,"have long understood that social instability and climate change *are* indeed major ""national security"" threats",The statement presents the claim as established knowledge.,gpt-5.5,4,fp/batch_0004,2026-07-16T03:52:49.369434+00:00
bluesky_22a2f56df53390bcc86831b029b539314ac5127b1a9469662ef945473e51ee96,fp,semantic_content,conspiratorial_framing,accuses opponents of dismissing threats as hoaxes,False,0.9,pretense that those things are woke dei hoaxes,The text includes a hoax-framing attributed to the opposing group.,gpt-5.5,4,fp/batch_0004,2026-07-16T03:52:49.369434+00:00
bluesky_22a2f56df53390bcc86831b029b539314ac5127b1a9469662ef945473e51ee96,fp,pragmatics_intent,ridicule_or_mockery,mocking characterization of opponents' mentality,False,0.92,the MAGA mind is devoted to the pretense,The wording derides MAGA thinking as willfully pretending.,gpt-5.5,4,fp/batch_0004,2026-07-16T03:52:49.369434+00:00
bluesky_22a2f56df53390bcc86831b029b539314ac5127b1a9469662ef945473e51ee96,fp,target_directionality,criticized_actor_type,MAGA political outgroup,False,0.95,the MAGA mind,The post explicitly criticizes MAGA supporters or ideology.,gpt-5.5,4,fp/batch_0004,2026-07-16T03:52:49.369434+00:00
bluesky_22a2f56df53390bcc86831b029b539314ac5127b1a9469662ef945473e51ee96,fp,target_directionality,mirror_shift_direction,original criticizes MAGA; mirror criticizes woke progressives,False,0.96,MAGA mind / woke progressive mind,The mirror retargets the mental-state critique from MAGA to progressives.,gpt-5.5,4,fp/batch_0004,2026-07-16T03:52:49.369434+00:00
bluesky_22aa5d9ff5c91139ea8118cb74bfa7d05a7e135d363ec61e11259bf41122c272,fp,surface_lexical,named_proper_nouns_density,"Trump, GOP, Second Amendment, Dad",False,0.92,Trump and the GOP,The post includes several proper names and institutional references.,gpt-5.5,4,fp/batch_0004,2026-07-16T03:52:49.369434+00:00
bluesky_22aa5d9ff5c91139ea8118cb74bfa7d05a7e135d363ec61e11259bf41122c272,fp,surface_lexical,approximate_token_length_band,medium,False,0.88,very good Fascist,The post is a multi-clause paragraph of moderate length.,gpt-5.5,4,fp/batch_0004,2026-07-16T03:52:49.369434+00:00
