post_id,confusion_bucket,category,feature_name,feature_value,is_open_ended,confidence,evidence_span,rationale,llm_model,chunk_idx,batch_id,call_timestamp
bluesky_3950bc6624d9d193ef6ef19a6294a02db7cac23b5db403b0acceb99401992357,fp,surface_lexical,named_proper_nouns_density,Contains named political commentator Charlie Kirk and constitutional reference.,False,0.93,Charlie Kirk,The post explicitly attributes the quoted statement to a named public figure.,gpt-5.5,7,fp/batch_0007,2026-07-16T04:01:01.313675+00:00
bluesky_3950bc6624d9d193ef6ef19a6294a02db7cac23b5db403b0acceb99401992357,fp,surface_lexical,high_punctuation_intensity,Multiple exclamation marks for emphasis.,False,0.9,he should know!!!,The triple exclamation marks create heightened punctuation intensity.,gpt-5.5,7,fp/batch_0007,2026-07-16T04:01:01.313675+00:00
bluesky_3950bc6624d9d193ef6ef19a6294a02db7cac23b5db403b0acceb99401992357,fp,topic_subject,primary_policy_domain,Guns and Second Amendment rights; mirror shifts to abortion/bodily autonomy.,False,0.97,some gun deaths every single year so that we can have the Second Amendment,"The original centers on gun deaths and the Second Amendment, while the mirror substitutes bodily autonomy and women's healthcare.",gpt-5.5,7,fp/batch_0007,2026-07-16T04:01:01.313675+00:00
bluesky_3950bc6624d9d193ef6ef19a6294a02db7cac23b5db403b0acceb99401992357,fp,semantic_content,economic_cost_benefit_framing,Frames deaths as a cost traded for rights protection.,False,0.94,"It’s worth to have a cost of, unfortunately, some gun deaths every single year",The quoted language explicitly weighs annual deaths against preserving constitutional rights.,gpt-5.5,7,fp/batch_0007,2026-07-16T04:01:01.313675+00:00
bluesky_3950bc6624d9d193ef6ef19a6294a02db7cac23b5db403b0acceb99401992357,fp,semantic_content,normative_moral_language,Evaluative claim that the tradeoff is prudent and rational.,False,0.95,That’s a prudent deal. It is rational.,The speaker morally and practically evaluates the tradeoff as acceptable.,gpt-5.5,7,fp/batch_0007,2026-07-16T04:01:01.313675+00:00
bluesky_3950bc6624d9d193ef6ef19a6294a02db7cac23b5db403b0acceb99401992357,fp,compositional_syntax,causal_purpose_clause,Uses a purpose clause to justify the cost.,True,0.93,so that we can have the Second Amendment to protect,The sentence gives a reason for accepting deaths using a 'so that' construction.,gpt-5.5,7,fp/batch_0007,2026-07-16T04:01:01.313675+00:00
bluesky_3950bc6624d9d193ef6ef19a6294a02db7cac23b5db403b0acceb99401992357,fp,target_directionality,mirror_shift_direction,Mirror retargets a gun-rights tradeoff into a reproductive-rights/government-control tradeoff.,False,0.92,government control women's healthcare,The mirror replaces Second Amendment protection with government control of women's healthcare.,gpt-5.5,7,fp/batch_0007,2026-07-16T04:01:01.313675+00:00
bluesky_398873b7128c91a10771dff0405a3d761bf5daaef21c6dccc05555657be15458,fp,surface_lexical,named_proper_nouns_density,"Names Bernie, AOC, ICE, California, and policy programs.",False,0.91,Bernie 2016:,The post relies on named politicians and institutional/policy references.,gpt-5.5,7,fp/batch_0007,2026-07-16T04:01:01.313675+00:00
bluesky_398873b7128c91a10771dff0405a3d761bf5daaef21c6dccc05555657be15458,fp,surface_lexical,high_punctuation_intensity,Repeated exclamation marks in slogan-like statements.,False,0.89,out of control! We must increase taxes,Multiple exclamations emphasize the contrast between positions.,gpt-5.5,7,fp/batch_0007,2026-07-16T04:01:01.313675+00:00
bluesky_398873b7128c91a10771dff0405a3d761bf5daaef21c6dccc05555657be15458,fp,topic_subject,primary_policy_domain,"Economic inequality, taxation, climate policy, immigration, and policing.",False,0.94,Wealth inequality is out of control! We must increase taxes on the rich,The post lists several policy domains associated with progressive politics.,gpt-5.5,7,fp/batch_0007,2026-07-16T04:01:01.313675+00:00
