post_id,confusion_bucket,category,feature_name,feature_value,is_open_ended,confidence,evidence_span,rationale,llm_model,chunk_idx,batch_id,call_timestamp
bluesky_007568ddfadcb450bb8b91253a673315384eb1d5ca9f9886462eb722ea5c2b48,fp,surface_lexical,informal_register_or_slang,Insulting informal register describing hunters/coastal liberals.,False,0.9,"""stupid the average Wisconsinite hunter""",The post uses casual insulting language rather than formal policy language.,gpt-5.5,0,fp/batch_0000,2026-07-16T03:41:42.250284+00:00
bluesky_007568ddfadcb450bb8b91253a673315384eb1d5ca9f9886462eb722ea5c2b48,fp,topic_subject,primary_policy_domain,guns and gun ownership/gun control,False,0.98,"""gun rights are important"" / ""stricter gun control""",Both original and mirror center on firearm policy and gun ownership.,gpt-5.5,0,fp/batch_0000,2026-07-16T03:41:42.250284+00:00
bluesky_007568ddfadcb450bb8b91253a673315384eb1d5ca9f9886462eb722ea5c2b48,fp,topic_subject,geographic_scope,US national with Wisconsin state reference,False,0.9,"""average Wisconsinite hunter""",The original references Wisconsin and gun ownership in the country.,gpt-5.5,0,fp/batch_0000,2026-07-16T03:41:42.250284+00:00
bluesky_007568ddfadcb450bb8b91253a673315384eb1d5ca9f9886462eb722ea5c2b48,fp,semantic_content,policy_prescription_present,Opposes or calls into question broad gun ownership.,False,0.95,"""we would not have gun ownership in this country""",The post expresses a desired policy outcome concerning gun ownership.,gpt-5.5,0,fp/batch_0000,2026-07-16T03:41:42.250284+00:00
bluesky_007568ddfadcb450bb8b91253a673315384eb1d5ca9f9886462eb722ea5c2b48,fp,pragmatics_intent,ridicule_or_mockery,Mocks the competence of a social group associated with guns.,False,0.94,"""how stupid the average Wisconsinite hunter is""",The wording explicitly ridicules Wisconsin hunters as stupid.,gpt-5.5,0,fp/batch_0000,2026-07-16T03:41:42.250284+00:00
bluesky_007568ddfadcb450bb8b91253a673315384eb1d5ca9f9886462eb722ea5c2b48,fp,target_directionality,criticized_actor_type,Original criticizes hunters/gun-rights defenders; mirror criticizes coastal liberals/gun-control advocates.,False,0.94,"""average Wisconsinite hunter"" / ""average coastal liberal""",Both versions direct criticism at identifiable ideological or social groups.,gpt-5.5,0,fp/batch_0000,2026-07-16T03:41:42.250284+00:00
bluesky_007568ddfadcb450bb8b91253a673315384eb1d5ca9f9886462eb722ea5c2b48,fp,target_directionality,mirror_shift_direction,Mirror shifts blame from pro-gun hunters to anti-gun/control-oriented liberals.,False,0.95,"""hunters"" / ""coastal liberal""",The mirror reverses the target from gun-rights-associated people to gun-control advocates.,gpt-5.5,0,fp/batch_0000,2026-07-16T03:41:42.250284+00:00
bluesky_007568ddfadcb450bb8b91253a673315384eb1d5ca9f9886462eb722ea5c2b48,fp,compositional_syntax,conditional_if_then_structure,If-understood-then policy conclusion structure.,False,0.98,"""If everyone who says... understood... we would not""",The sentence is organized as a conditional claim beginning with if and ending in a consequence.,gpt-5.5,0,fp/batch_0000,2026-07-16T03:41:42.250284+00:00
bluesky_007568ddfadcb450bb8b91253a673315384eb1d5ca9f9886462eb722ea5c2b48,fp,compositional_syntax,quote_or_attribution_embedding,Quoted paraphrase of another viewpoint.,False,0.9,"""gun rights are important for hunters""",The post embeds a quoted formulation attributed to others.,gpt-5.5,0,fp/batch_0000,2026-07-16T03:41:42.250284+00:00
bluesky_00ec0adc0eaab8070cdb2b7218266684393edff48214af655a6abc77025c0360,fp,surface_lexical,informal_register_or_slang,Conversational phrasing with ellipses and casual framing.,False,0.88,"""I mean.. in a deranged oligarch's fantasy reality..""",The post uses informal conversational markers such as 'I mean' and double periods.,gpt-5.5,0,fp/batch_0000,2026-07-16T03:41:42.250284+00:00
bluesky_00ec0adc0eaab8070cdb2b7218266684393edff48214af655a6abc77025c0360,fp,topic_subject,primary_policy_domain,climate change and climate policy,False,0.96,"""climate change is real"" / ""green agenda""",Both texts discuss climate change or green policy agendas.,gpt-5.5,0,fp/batch_0000,2026-07-16T03:41:42.250284+00:00
bluesky_00ec0adc0eaab8070cdb2b7218266684393edff48214af655a6abc77025c0360,fp,topic_subject,geographic_scope,global/international scope,False,0.88,"""depopulate the earth""",The reference to the earth frames the issue at a global scale.,gpt-5.5,0,fp/batch_0000,2026-07-16T03:41:42.250284+00:00
