post_id,confusion_bucket,category,feature_name,feature_value,is_open_ended,confidence,evidence_span,rationale,llm_model,chunk_idx,batch_id,call_timestamp
bluesky_2af1b3dc37f3ab642b9ab914252223b9696920888730d375275111692d48818e,fp,surface_lexical,named_proper_nouns_density,Several named entities and branded political/media references,False,0.92,Fox News Forbes,"The post names media outlets and an industry actor such as Fox News, Forbes, CNN, MSNBC, and BigOil.",gpt-5.5,5,fp/batch_0005,2026-07-16T03:55:41.088289+00:00
bluesky_2af1b3dc37f3ab642b9ab914252223b9696920888730d375275111692d48818e,fp,surface_lexical,approximate_token_length_band,medium,False,0.9,For 75+ yrs.,The combined original and mirror are multi-sentence posts of moderate length.,gpt-5.5,5,fp/batch_0005,2026-07-16T03:55:41.088289+00:00
bluesky_2af1b3dc37f3ab642b9ab914252223b9696920888730d375275111692d48818e,fp,topic_subject,primary_policy_domain,climate and energy policy,False,0.99,burning fossil fuels warms the 🌎,"The post centers on fossil fuels, global warming, green energy, and climate policy.",gpt-5.5,5,fp/batch_0005,2026-07-16T03:55:41.088289+00:00
bluesky_2af1b3dc37f3ab642b9ab914252223b9696920888730d375275111692d48818e,fp,topic_subject,geographic_scope,national United States framing,False,0.88,keeps 🇺🇸 dependent on fossil fuels,The original explicitly references U.S. dependence on fossil fuels.,gpt-5.5,5,fp/batch_0005,2026-07-16T03:55:41.088289+00:00
bluesky_2af1b3dc37f3ab642b9ab914252223b9696920888730d375275111692d48818e,fp,semantic_content,causal_claim_present,Human fossil-fuel activity is claimed to cause global warming,False,0.96,burning fossil fuels warms the 🌎 & human activities are responsible,The text makes a direct causal claim linking fossil fuels and human activity to warming.,gpt-5.5,5,fp/batch_0005,2026-07-16T03:55:41.088289+00:00
bluesky_2af1b3dc37f3ab642b9ab914252223b9696920888730d375275111692d48818e,fp,semantic_content,conspiratorial_framing,Dark-money disinformation framing,False,0.9,disinfo machines/BigOil dark $,The post attributes policy outcomes to hidden funding and disinformation machines.,gpt-5.5,5,fp/batch_0005,2026-07-16T03:55:41.088289+00:00
bluesky_2af1b3dc37f3ab642b9ab914252223b9696920888730d375275111692d48818e,fp,semantic_content,factual_assertion_vs_speculation,Presented as factual assertion,False,0.93,scientists showed,The claim is framed as established scientific fact rather than speculation.,gpt-5.5,5,fp/batch_0005,2026-07-16T03:55:41.088289+00:00
bluesky_2af1b3dc37f3ab642b9ab914252223b9696920888730d375275111692d48818e,fp,pragmatics_intent,ridicule_or_mockery,Media actors are mocked as cowardly or afraid,False,0.9,is afraid to say,The wording belittles the named outlets by saying they are afraid or cowardly.,gpt-5.5,5,fp/batch_0005,2026-07-16T03:55:41.088289+00:00
bluesky_2af1b3dc37f3ab642b9ab914252223b9696920888730d375275111692d48818e,fp,pragmatics_intent,persuasion_or_argumentation,Argues against fossil-fuel interests and for cleaner energy,False,0.92,"destroy kinder, less expensive energy sources",The post advances an argument about fossil-fuel interests obstructing better energy sources.,gpt-5.5,5,fp/batch_0005,2026-07-16T03:55:41.088289+00:00
bluesky_2af1b3dc37f3ab642b9ab914252223b9696920888730d375275111692d48818e,fp,target_directionality,criticized_actor_type,Media outlets and fossil-fuel industry actors,False,0.93,Fox News Forbes is afraid to say,The post criticizes named media outlets and Big Oil/disinformation actors.,gpt-5.5,5,fp/batch_0005,2026-07-16T03:55:41.088289+00:00
bluesky_2af1b3dc37f3ab642b9ab914252223b9696920888730d375275111692d48818e,fp,target_directionality,mirror_shift_direction,"Mirror shifts criticism from right-leaning media/Big Oil to CNN/MSNBC, green energy actors, and climate alarmists",False,0.95,CNN MSNBC are too cowardly to admit,The mirror retargets blame from fossil-fuel interests to mainstream liberal media and green-energy advocates.,gpt-5.5,5,fp/batch_0005,2026-07-16T03:55:41.088289+00:00
bluesky_2b71ae67511d55784cb338ad1068638d9c4f38d12eca660a72f90faaec5cbdf7,fp,surface_lexical,named_proper_nouns_density,Government agency acronyms are prominent,False,0.9,ATF enforcing gun control laws instead of ICE,"The post relies on named agency acronyms such as ATF, ICE, IRS, and EPA.",gpt-5.5,5,fp/batch_0005,2026-07-16T03:55:41.088289+00:00
bluesky_2b71ae67511d55784cb338ad1068638d9c4f38d12eca660a72f90faaec5cbdf7,fp,surface_lexical,approximate_token_length_band,medium,False,0.86,Would you be singing the same tune,The original and mirror are each single but relatively extended questions.,gpt-5.5,5,fp/batch_0005,2026-07-16T03:55:41.088289+00:00
bluesky_2b71ae67511d55784cb338ad1068638d9c4f38d12eca660a72f90faaec5cbdf7,fp,topic_subject,primary_policy_domain,immigration enforcement and gun regulation,False,0.96,gun control laws instead of ICE,The post juxtaposes gun control enforcement with ICE immigration enforcement.,gpt-5.5,5,fp/batch_0005,2026-07-16T03:55:41.088289+00:00
bluesky_2b71ae67511d55784cb338ad1068638d9c4f38d12eca660a72f90faaec5cbdf7,fp,topic_subject,culture_war_topic_salience,"Immigration, race, and language identity are salient",False,0.89,instead of ICE kidnapping people,The original frames ICE enforcement around skin color and English language use.,gpt-5.5,5,fp/batch_0005,2026-07-16T03:55:41.088289+00:00
bluesky_2b71ae67511d55784cb338ad1068638d9c4f38d12eca660a72f90faaec5cbdf7,fp,semantic_content,victimhood_or_persecution_framing,Immigrants or targeted people framed as persecuted by enforcement,False,0.9,ICE kidnapping people for being the wrong skin color,The original describes ICE as kidnapping people because of race or language.,gpt-5.5,5,fp/batch_0005,2026-07-16T03:55:41.088289+00:00
bluesky_2b71ae67511d55784cb338ad1068638d9c4f38d12eca660a72f90faaec5cbdf7,fp,semantic_content,factual_assertion_vs_speculation,Assertions about illegality and enforcement motives,False,0.9,people who broke the law to enter the country illegally,Both versions state contested enforcement characterizations as assertions.,gpt-5.5,5,fp/batch_0005,2026-07-16T03:55:41.088289+00:00
bluesky_2b71ae67511d55784cb338ad1068638d9c4f38d12eca660a72f90faaec5cbdf7,fp,pragmatics_intent,rhetorical_question,Question challenges perceived inconsistency,False,0.97,Would you be singing the same tune,The question is structured to challenge the addressee rather than request information.,gpt-5.5,5,fp/batch_0005,2026-07-16T03:55:41.088289+00:00
bluesky_2b71ae67511d55784cb338ad1068638d9c4f38d12eca660a72f90faaec5cbdf7,fp,pragmatics_intent,persuasion_or_argumentation,Argues by analogy across agencies and enforcement types,False,0.9,Would you be this outraged,The post attempts to persuade by comparing reactions to different enforcement agencies.,gpt-5.5,5,fp/batch_0005,2026-07-16T03:55:41.088289+00:00
bluesky_2b71ae67511d55784cb338ad1068638d9c4f38d12eca660a72f90faaec5cbdf7,fp,target_directionality,criticized_actor_type,Federal enforcement agencies and their defenders,False,0.9,instead of ICE kidnapping people,The original criticizes ICE while comparing it to ATF enforcement.,gpt-5.5,5,fp/batch_0005,2026-07-16T03:55:41.088289+00:00
