post_id,confusion_bucket,category,feature_name,feature_value,is_open_ended,confidence,evidence_span,rationale,llm_model,chunk_idx,batch_id,call_timestamp
bluesky_112fea1b3b4a94017d436f80e510c30c2554f145bf6dc3f33ac20cda7c71aeb0,fp,surface_lexical,informal_register_or_slang,uses direct insult in informal argumentative style,False,0.94,too stupid to comprehend basic cause and effect,The post uses colloquial insulting language such as calling a group 'too stupid.',gpt-5.5,2,fp/batch_0002,2026-07-16T03:47:15.704109+00:00
bluesky_112fea1b3b4a94017d436f80e510c30c2554f145bf6dc3f33ac20cda7c71aeb0,fp,surface_lexical,high_punctuation_intensity,multiple question marks for emphasis,False,0.9,guns???,The original ends with triple question marks to intensify the question.,gpt-5.5,2,fp/batch_0002,2026-07-16T03:47:15.704109+00:00
bluesky_112fea1b3b4a94017d436f80e510c30c2554f145bf6dc3f33ac20cda7c71aeb0,fp,topic_subject,primary_policy_domain,guns / gun control,False,0.99,stricter gun laws,Both versions center on gun laws and gun control.,gpt-5.5,2,fp/batch_0002,2026-07-16T03:47:15.704109+00:00
bluesky_112fea1b3b4a94017d436f80e510c30c2554f145bf6dc3f33ac20cda7c71aeb0,fp,topic_subject,geographic_scope,national / United States,False,0.9,Only Americans,The original explicitly frames the issue around Americans and national comparison.,gpt-5.5,2,fp/batch_0002,2026-07-16T03:47:15.704109+00:00
bluesky_112fea1b3b4a94017d436f80e510c30c2554f145bf6dc3f33ac20cda7c71aeb0,fp,semantic_content,factual_assertion_vs_speculation,asserted factual claim,False,0.98,has seen a definite improvement and that's a fact,The post presents a causal empirical claim as a fact.,gpt-5.5,2,fp/batch_0002,2026-07-16T03:47:15.704109+00:00
bluesky_112fea1b3b4a94017d436f80e510c30c2554f145bf6dc3f33ac20cda7c71aeb0,fp,semantic_content,causal_claim_present,stricter gun laws affect outcomes,False,0.97,basic cause and effect,The text explicitly invokes cause and effect between gun laws and social outcomes.,gpt-5.5,2,fp/batch_0002,2026-07-16T03:47:15.704109+00:00
bluesky_112fea1b3b4a94017d436f80e510c30c2554f145bf6dc3f33ac20cda7c71aeb0,fp,pragmatics_intent,ridicule_or_mockery,ridicules Americans/leftists as unintelligent,False,0.95,too stupid to comprehend,The wording mocks the target group's intelligence.,gpt-5.5,2,fp/batch_0002,2026-07-16T03:47:15.704109+00:00
bluesky_112fea1b3b4a94017d436f80e510c30c2554f145bf6dc3f33ac20cda7c71aeb0,fp,compositional_syntax,conditional_if_then_structure,if-then conditional challenge,False,0.96,If that's the case then why give the problem guns???,The original uses an explicit if-then structure to pose a challenge.,gpt-5.5,2,fp/batch_0002,2026-07-16T03:47:15.704109+00:00
bluesky_112fea1b3b4a94017d436f80e510c30c2554f145bf6dc3f33ac20cda7c71aeb0,fp,compositional_syntax,rhetorical_question,rhetorical question about giving guns to the alleged problem,False,0.97,why give the problem guns???,The question is framed as an argumentative challenge rather than a request for information.,gpt-5.5,2,fp/batch_0002,2026-07-16T03:47:15.704109+00:00
bluesky_112fea1b3b4a94017d436f80e510c30c2554f145bf6dc3f33ac20cda7c71aeb0,fp,target_directionality,criticized_actor_type,national public / ideological outgroup,False,0.95,Only Americans seem too stupid,"The original criticizes Americans broadly, while the mirror criticizes leftists.",gpt-5.5,2,fp/batch_0002,2026-07-16T03:47:15.704109+00:00
bluesky_112fea1b3b4a94017d436f80e510c30c2554f145bf6dc3f33ac20cda7c71aeb0,fp,target_directionality,mirror_shift_direction,original broad Americans target shifts to leftists in mirror,False,0.96,Only leftists seem too stupid,The mirror narrows the target from Americans to a left-coded political group.,gpt-5.5,2,fp/batch_0002,2026-07-16T03:47:15.704109+00:00
bluesky_12bf5007e428e33636e67ea54a991993a3002704ca3f4ae7b735594cecfb0000,fp,surface_lexical,all_caps_emphasis,all-caps political command,False,0.9,STOP VOTING FOR REPUBLICANS,The imperative slogan appears in all capital letters.,gpt-5.5,2,fp/batch_0002,2026-07-16T03:47:15.704109+00:00
bluesky_12bf5007e428e33636e67ea54a991993a3002704ca3f4ae7b735594cecfb0000,fp,surface_lexical,informal_register_or_slang,nickname and idiomatic insult,False,0.88,Rava-smarmy is a snake oil salesman,The post uses an insulting nickname and colloquial idiom.,gpt-5.5,2,fp/batch_0002,2026-07-16T03:47:15.704109+00:00
bluesky_12bf5007e428e33636e67ea54a991993a3002704ca3f4ae7b735594cecfb0000,fp,topic_subject,primary_policy_domain,"state governance, environment, education, energy",False,0.92,"Ohio loses: farmland to data centers, solar & wind progress to fossil fuels, our state parks to drilling, the demise of our public school system","The original lists state-level policy consequences involving land, energy, parks, and schools.",gpt-5.5,2,fp/batch_0002,2026-07-16T03:47:15.704109+00:00
bluesky_12bf5007e428e33636e67ea54a991993a3002704ca3f4ae7b735594cecfb0000,fp,topic_subject,geographic_scope,US_state: Ohio,False,0.96,Ohio loses,The original explicitly names Ohio as the affected state.,gpt-5.5,2,fp/batch_0002,2026-07-16T03:47:15.704109+00:00
bluesky_12bf5007e428e33636e67ea54a991993a3002704ca3f4ae7b735594cecfb0000,fp,semantic_content,causal_claim_present,Republican control causes losses for Ohio,False,0.95,"If you leave them in charge, Ohio loses",The post claims a political outcome will cause specific harms.,gpt-5.5,2,fp/batch_0002,2026-07-16T03:47:15.704109+00:00
bluesky_12bf5007e428e33636e67ea54a991993a3002704ca3f4ae7b735594cecfb0000,fp,semantic_content,policy_prescription_present,vote Republicans out to avoid policy harms,False,0.94,"farmland to data centers, solar & wind progress to fossil fuels, our state parks to drilling",The post advocates a voting behavior tied to preventing policy outcomes.,gpt-5.5,2,fp/batch_0002,2026-07-16T03:47:15.704109+00:00
bluesky_12bf5007e428e33636e67ea54a991993a3002704ca3f4ae7b735594cecfb0000,fp,pragmatics_intent,call_to_action,explicit instruction not to vote for a party,False,0.99,STOP VOTING FOR REPUBLICANS,The text directly commands readers to stop voting for Republicans.,gpt-5.5,2,fp/batch_0002,2026-07-16T03:47:15.704109+00:00
bluesky_12bf5007e428e33636e67ea54a991993a3002704ca3f4ae7b735594cecfb0000,fp,pragmatics_intent,ridicule_or_mockery,mocking personal characterization,False,0.94,snake oil salesman,The target is derided with a pejorative metaphor.,gpt-5.5,2,fp/batch_0002,2026-07-16T03:47:15.704109+00:00
bluesky_12bf5007e428e33636e67ea54a991993a3002704ca3f4ae7b735594cecfb0000,fp,compositional_syntax,list_or_enumeration,enumerated list of alleged losses,False,0.93,"farmland to data centers, solar & wind progress to fossil fuels, our state parks to drilling",The original presents multiple parallel items in a list.,gpt-5.5,2,fp/batch_0002,2026-07-16T03:47:15.704109+00:00
bluesky_12bf5007e428e33636e67ea54a991993a3002704ca3f4ae7b735594cecfb0000,fp,compositional_syntax,conditional_if_then_structure,conditional consequence of voting outcome,False,0.95,"If you leave them in charge, Ohio loses",The sentence uses an if-clause followed by a predicted result.,gpt-5.5,2,fp/batch_0002,2026-07-16T03:47:15.704109+00:00
bluesky_12bf5007e428e33636e67ea54a991993a3002704ca3f4ae7b735594cecfb0000,fp,target_directionality,criticized_actor_type,Republican politicians/party,False,0.98,STOP VOTING FOR REPUBLICANS,The original explicitly targets Republicans as the actors to vote against.,gpt-5.5,2,fp/batch_0002,2026-07-16T03:47:15.704109+00:00
bluesky_12bf5007e428e33636e67ea54a991993a3002704ca3f4ae7b735594cecfb0000,fp,target_directionality,mirror_shift_direction,original anti-Republican appeal shifts to anti-Democrat appeal,False,0.98,STOP VOTING FOR DEMOCRATS,The mirror changes the party target from Republicans to Democrats.,gpt-5.5,2,fp/batch_0002,2026-07-16T03:47:15.704109+00:00
bluesky_12c0bc0d50004883a68ec87e864bf5f89b6c3f650819e1816c087c94a9690d17,fp,surface_lexical,all_caps_emphasis,repeated all-caps negation,False,0.9,NOT children,The word 'NOT' is repeatedly capitalized for emphasis.,gpt-5.5,2,fp/batch_0002,2026-07-16T03:47:15.704109+00:00
bluesky_12c0bc0d50004883a68ec87e864bf5f89b6c3f650819e1816c087c94a9690d17,fp,surface_lexical,informal_register_or_slang,informal derogatory shorthand,False,0.86,pedos,The text uses the slang abbreviation 'pedos.',gpt-5.5,2,fp/batch_0002,2026-07-16T03:47:15.704109+00:00
bluesky_12c0bc0d50004883a68ec87e864bf5f89b6c3f650819e1816c087c94a9690d17,fp,surface_lexical,profanity_or_taboo_language,taboo accusation involving pedophiles,False,0.87,Republicans protect pedos,The accusation uses a taboo sexual-crime term.,gpt-5.5,2,fp/batch_0002,2026-07-16T03:47:15.704109+00:00
bluesky_12c0bc0d50004883a68ec87e864bf5f89b6c3f650819e1816c087c94a9690d17,fp,topic_subject,primary_policy_domain,"guns, child protection, class politics",False,0.92,gun rights,The original refers to gun rights alongside children and workers.,gpt-5.5,2,fp/batch_0002,2026-07-16T03:47:15.704109+00:00
