topic,n_posts,keep_rate,ci_low,ci_high,p_value,q_value,significant_bh
-1,6443,0.6887270915402222,0.6823294982145438,0.695563864949709,0.11576553703498499,0.19574899898642914,False
0,1267,0.7547102266320893,0.7404254613279838,0.7682152495814407,5.450566541964561e-21,7.241466977181487e-20,True
1,942,0.7585292184814477,0.7428222879877758,0.7732743649818294,5.918230888468203e-22,9.173257877125715e-21,True
2,752,0.5901880699088146,0.5713494466151899,0.6087216130047394,2.3139995187478044e-35,1.0760097762177289e-33,True
3,425,0.821375350140056,0.7992298526777895,0.8432714494126694,1.7056696937121825e-31,5.287576050507766e-30,True
4,478,0.5900129507870094,0.5669046252255208,0.6132549392097264,2.21111605692666e-22,4.112675865883587e-21,True
5,443,0.5824841448994947,0.5545444633408919,0.6102609165891456,5.9633966693385505e-24,1.386489725621213e-22,True
6,414,0.7081291695422129,0.6852055374497393,0.730192222240396,0.14287398653360825,0.2331101885548345,False
7,273,0.7223661259375544,0.6916055535437665,0.7512487625874723,0.043503886341685734,0.08428877978701611,False
8,301,0.6964958076253757,0.6701278797721855,0.7214132059376777,0.8880836732703512,0.9385429728879847,False
9,230,0.7599171842650104,0.7252452372253251,0.7916923611111111,8.198238773767561e-07,6.931238236003483e-06,True
10,204,0.6100023342670401,0.5701136019196766,0.6465344889851933,1.4960426600680314e-07,1.5459107487369658e-06,True
11,194,0.7542955326460482,0.7204934459971835,0.7876018255979192,9.405023726810738e-05,0.0004603511613649466,True
12,180,0.6098148148148149,0.5659385146103896,0.6510427400272872,4.3952303052213227e-07,4.08756418385583e-06,True
13,162,0.7415270429159317,0.7028449602396705,0.7793640498134736,0.002034197663837532,0.0067564422406032314,True
14,157,0.7506521079769487,0.7152967317644346,0.7849457951970598,0.0020130178004823564,0.0067564422406032314,True
15,147,0.6188694525429219,0.5765232683982684,0.6602074093526298,9.354075827670635e-06,6.691761938256687e-05,True
16,120,0.6656944444444444,0.6106513954459325,0.7177500410407945,0.21134286764841115,0.3286595336614084,False
17,107,0.3065865598575879,0.26168169802519053,0.3520600108320527,1.049465776073041e-63,9.760031717479281e-62,True
18,107,0.7483311081441922,0.7064616106859412,0.7896249552452561,0.006335683132048197,0.017329956802367128,True
19,97,0.678939617083947,0.6242505769269361,0.7325056164926655,0.44723392063010736,0.5332404438282049,False
20,105,0.6751473922902494,0.6286021438878582,0.7192834595959595,0.3684102003862658,0.4693445018619551,False
21,78,0.8071123321123321,0.7558417489683313,0.8513466855617383,2.7251675264649473e-06,2.112004833010334e-05,True
22,81,0.6657260435038213,0.6064551146384479,0.7252046643832357,0.3960496406564964,0.49083939982480096,False
23,69,0.8026570048309178,0.7451374658469946,0.8549510139540949,1.567491367089352e-05,0.00010412621224236409,True
24,88,0.7449404761904762,0.6911810483331103,0.7951231297941822,0.012063750082796778,0.03205510736286001,True
25,82,0.7853368176538909,0.7320827829419438,0.8387205279839208,2.4972440897314078e-05,0.00013839358468448082,True
26,68,0.6573529411764706,0.5949199392239364,0.7172206399925904,0.3091064958113673,0.41662179870227767,False
27,54,0.644620811287478,0.573689827782965,0.7146499641662686,0.13873583202320758,0.23040057818139828,False
28,69,0.730503795721187,0.6760065120985103,0.7849409249811036,0.11322617536053182,0.19500063534313813,False
29,60,0.7300793650793652,0.6667559523809523,0.7904426654075091,0.08181179550943882,0.14631724966111173,False
30,58,0.7603858784893267,0.7011894499178981,0.8166731770833334,0.03731963139051325,0.07834214689348372,False
31,49,0.6363945578231294,0.5460057971014494,0.7214314750290359,0.3197886565209571,0.4189065095021739,False
32,43,0.7631782945736435,0.6820454545454545,0.8377240282077743,0.03874987910860485,0.07834214689348372,False
33,34,0.8161764705882353,0.7431165158371041,0.886368006993007,0.003262314865199316,0.010461906291846082,True
34,46,0.5845238095238097,0.501520818070818,0.6606678571428571,0.0061514740748553065,0.017329956802367128,True
35,47,0.6361702127659575,0.5642801339285715,0.6996614583333332,0.02616249670983862,0.06238749215423055,False
36,37,0.7743886743886744,0.6996553465136055,0.8466393557422969,0.022127656704368382,0.05415452825016472,False
37,34,0.8230392156862746,0.753567612942613,0.8855574712643679,0.0011210969488393045,0.004010077547771359,True
38,39,0.7611111111111111,0.6781851851851852,0.8392904135338346,0.042304515202953946,0.08370893433775994,False
39,37,0.6998712998712998,0.6143586789554533,0.7796761700725117,0.9363146980204733,0.9472892700815598,False
40,38,0.8250000000000001,0.7562418981481481,0.8857219662058371,0.00023880136851776531,0.0009655881422674858,True
41,39,0.692857142857143,0.6125110012755103,0.769697966507177,0.9371033639516506,0.9472892700815598,False
42,35,0.4071428571428571,0.31919354838709674,0.4955898337595908,2.752776110698179e-14,3.200102228686633e-13,True
43,41,0.6568524970963995,0.5735225256769374,0.7385080782312925,0.44079240720386903,0.5323856346748028,False
44,36,0.7620370370370371,0.6880952380952381,0.8301187275985663,0.02824446920398639,0.06418268173576286,False
45,22,0.6901515151515151,0.5876877741228069,0.7934942455242966,0.6596384927530494,0.7217221156003952,False
46,36,0.7453373015873016,0.6701355068542568,0.8235238546176047,0.07948806110967152,0.1449488173176363,False
47,39,0.6706959706959709,0.598840675090675,0.740953007518797,0.40111606867403093,0.49083939982480096,False
48,27,0.697442680776014,0.6055714285714285,0.7897587719298246,0.9203311965536101,0.9472892700815598,False
49,35,0.7499319727891156,0.6714897864897865,0.8287648809523809,0.23160006960007484,0.33892496377150055,False
50,33,0.6348484848484848,0.5214940577249574,0.7380271026234567,0.17241402625786245,0.27645697313760703,False
51,33,0.8159090909090909,0.7278612479474549,0.8928103354978354,0.0006096360824794085,0.0022678462268234,True
52,29,0.743103448275862,0.6374919871794873,0.8416666666666667,0.2898384133506441,0.39639665355308673,False
53,31,0.7919354838709677,0.7096093749999999,0.8725208333333332,0.005578459194525151,0.016212397034088718,True
54,29,0.48390804597701154,0.3745005070993915,0.5988793103448274,2.0635710149444507e-05,0.00012794140292655596,True
