topic,n_posts,keep_rate,ci_low,ci_high,p_value,q_value,significant_bh
-1,7960,0.6939234366275824,0.6877564538122128,0.7000494847688925,0.5430712196976812,0.7174518865730835,False
0,378,0.68505291005291,0.6610792931162102,0.7083760764620807,0.3009772379207233,0.45621812905878056,False
1,1251,0.7529062464314263,0.7386253883272579,0.7662373506988508,8.550388226076697e-19,3.078139761387611e-17,True
2,562,0.630854939840705,0.607072543280823,0.6527269002133131,1.585690346024267e-10,3.805656830458241e-09,True
3,476,0.7406537615046018,0.7190275252466533,0.7638270230571129,1.4215663066962773e-05,0.00014621824868875995,True
4,722,0.5913566811766258,0.5724548056635728,0.6098236510328005,2.005892660281956e-33,1.4442427154030084e-31,True
5,213,0.7502347417840375,0.7203107409285315,0.7801493000669608,0.0001979324176964413,0.0012955576431039793,True
6,169,0.7862566920259227,0.7463427919434125,0.8229501124443865,8.920128752250703e-08,1.6056231754051266e-06,True
7,137,0.7613138686131388,0.7170434973754439,0.8021180565428799,6.554851281118367e-05,0.0005552344614594382,True
8,128,0.7132440476190476,0.667325190958912,0.7561157997681831,0.2938292910122895,0.4501214670826562,False
9,60,0.5997619047619048,0.5306957783113245,0.6619902580597455,0.0022102677555464476,0.009251448777029325,True
10,119,0.7211984793917566,0.6751123199279712,0.7677419637843907,0.0840408073585368,0.1806250188004373,False
11,212,0.7573899371069183,0.7264115441849817,0.7897651785714286,1.5301840822146166e-05,0.00014689767189260319,True
12,139,0.5855429941760877,0.5356547844431222,0.636158480440231,4.721388651467927e-09,9.712570940162592e-08,True
13,109,0.7437745740498033,0.6970167606516291,0.7897260184905533,0.005398489825145389,0.0194345633705234,True
14,197,0.6102489726855208,0.5694310427415976,0.6492521191294387,6.145097812458236e-07,9.832156499933177e-06,True
15,152,0.61859335839599,0.5770529995578262,0.6599785618472741,3.7501698910447473e-06,4.500203869253697e-05,True
16,106,0.7721473495058401,0.7304339324810384,0.8112519306788137,0.00012093638097270695,0.0009165704663194632,True
17,36,0.7712962962962964,0.6851160714285714,0.8511554118773946,0.019605729105374087,0.05646449982347737,False
18,161,0.5100561963916002,0.46906194450005767,0.5507380243764173,1.006176157731378e-23,4.829645557110614e-22,True
19,80,0.647797619047619,0.5819494359387591,0.7091942870171324,0.08353866112483735,0.1806250188004373,False
20,56,0.7209183673469387,0.6512930925036133,0.784615617433414,0.1763316423185234,0.3134784752329305,False
